AER,KZN,8203
ZTH,LGW,3993
ZTB,YHR,3273
ZTB,ZLT,1806
ZSJ,KEW,7046
ZSJ,YPM,1741
ZSJ,YRL,6603
ZSE,MRU,3730
ZSE,MRU,3355
ZSE,MRU,1674
ZSA,PLS,6072
ZSA,FLL,4385
ZSA,NAS,4889
ZSA,NAS,6090
ZRJ,MSA,1234
ZRJ,YAC,3505
ZRH,BDS,8174
ZRH,BOD,1432
ZRH,BRS,8182
ZRH,LCA,1619
ZRH,LPA,9854
ZRH,RMF,1320
ZRH,DRS,2657
ZRH,EBA,7710
ZRH,GRZ,2786
ZRH,SZG,5448
ZRH,AYT,7273
ZRH,HRG,1806
ZRH,PRN,5902
ZRH,RMF,8034
ZRH,SKP,2770
ZRH,CGN,3158
ZRH,HAM,6524
ZRH,LIS,9925
ZRH,JFK,7803
ZRH,LHR,4462
ZRH,PHL,1439
ZRH,ACE,5047
ZRH,ALC,4695
ZRH,BDS,6780
ZRH,CTA,8081
ZRH,DUS,4566
ZRH,FNC,2260
ZRH,FUE,3030
ZRH,GWT,2201
ZRH,HEL,9237
ZRH,HER,1362
ZRH,IBZ,3330
ZRH,LCY,1886
ZRH,LHR,7878
ZRH,LPA,4382
ZRH,MAD,5599
ZRH,NAP,7680
ZRH,OLB,2217
ZRH,PMI,7741
ZRH,SUF,6501
ZRH,TFS,5920
ZRH,TXL,3432
ZRH,VIE,5784
ZRH,YUL,9128
ZRH,YYZ,2714
ZRH,CDG,4882
ZRH,BOM,5362
ZRH,DEL,7739
ZRH,CMN,9327
ZRH,HEL,5254
ZRH,LIS,9009
ZRH,FCO,1651
ZRH,BLL,8006
ZRH,LCY,1826
ZRH,LHR,4967
ZRH,RIX,8863
ZRH,LCA,5829
ZRH,ATL,2908
ZRH,DUB,6235
ZRH,DXB,9582
ZRH,FRA,5384
ZRH,FCO,3403
ZRH,FLR,5094
ZRH,GVA,8391
ZRH,LEJ,8772
ZRH,TRN,3786
ZRH,SOF,9259
ZRH,KEF,8776
ZRH,VIE,7208
ZRH,TXL,9902
ZRH,BCN,3750
ZRH,MAD,9260
ZRH,BDS,1869
ZRH,CTA,8475
ZRH,NAP,5333
ZRH,OLB,5927
ZRH,SUF,3718
ZRH,BNX,2593
ZRH,LJU,9332
ZRH,BEG,4499
ZRH,GDN,5901
ZRH,KRK,9118
ZRH,WRO,7392
ZRH,ICN,1780
ZRH,AMS,9285
ZRH,MLA,3396
ZRH,DUS,4111
ZRH,FRA,8162
ZRH,HAJ,2306
ZRH,HAM,6153
ZRH,MUC,4657
ZRH,NBO,1489
ZRH,NUE,9226
ZRH,STR,6422
ZRH,TXL,7750
ZRH,WAW,5900
ZRH,ACE,3828
ZRH,AGP,4187
ZRH,AMS,9259
ZRH,ARN,3653
ZRH,ATH,4393
ZRH,AYT,2906
ZRH,BCN,4962
ZRH,BEG,7003
ZRH,BHX,5723
ZRH,BKK,7890
ZRH,BOM,2959
ZRH,BOS,9015
ZRH,BRU,5683
ZRH,BUD,8362
ZRH,CAI,9515
ZRH,CDG,8273
ZRH,CGN,3184
ZRH,CPH,6592
ZRH,CTA,2562
ZRH,DBV,1923
ZRH,DEL,6969
ZRH,DME,4356
ZRH,DUB,6244
ZRH,DUS,6465
ZRH,DXB,1154
ZRH,EWR,2069
ZRH,FCO,1136
ZRH,FLR,6363
ZRH,FNC,5325
ZRH,FRA,1917
ZRH,FUE,5300
ZRH,GRU,5786
ZRH,GVA,8450
ZRH,HAJ,3845
ZRH,HAM,9333
ZRH,HAV,1968
ZRH,HER,1423
ZRH,HKG,2388
ZRH,HRG,1180
ZRH,IAD,8928
ZRH,IST,4792
ZRH,JFK,4834
ZRH,JNB,5066
ZRH,KBP,6564
ZRH,LAS,9705
ZRH,LAX,3175
ZRH,LCA,9359
ZRH,LCY,4799
ZRH,LED,6304
ZRH,LHR,3195
ZRH,LIS,7705
ZRH,LJU,4828
ZRH,LPA,9583
ZRH,LUG,6454
ZRH,LUX,1781
ZRH,LYS,7275
ZRH,MAD,6969
ZRH,MAN,6134
ZRH,MIA,6113
ZRH,MLA,7889
ZRH,MUC,2056
ZRH,MXP,2702
ZRH,NBO,5789
ZRH,NCE,1822
ZRH,NRT,1206
ZRH,NUE,4758
ZRH,OPO,7400
ZRH,ORD,9412
ZRH,OSL,8302
ZRH,OTP,3091
ZRH,PEK,9257
ZRH,PMI,1783
ZRH,PRG,5827
ZRH,PRN,8227
ZRH,PUJ,5533
ZRH,PVG,5063
ZRH,RAK,2058
ZRH,RMF,2716
ZRH,SFO,1768
ZRH,SIN,6262
ZRH,SKP,2120
ZRH,SPU,8951
ZRH,STR,7065
ZRH,TFS,7890
ZRH,TLV,5630
ZRH,TPA,4973
ZRH,TXL,9200
ZRH,VCE,8905
ZRH,VIE,9637
ZRH,VLC,5432
ZRH,WAW,4541
ZRH,YUL,9848
ZRH,YYZ,3727
ZRH,ZAG,2662
ZRH,TLV,8934
ZRH,CAI,6300
ZRH,NRT,2493
ZRH,PRG,3676
ZRH,VIE,4008
ZRH,DBV,2831
ZRH,SPU,2968
ZRH,ZAG,1909
ZRH,IST,6495
ZRH,SAW,3961
ZRH,KBP,6847
ZRH,DXB,2359
ZRH,DOH,3074
ZRH,PRG,8981
ZRH,AMM,6257
ZRH,GVA,7490
ZRH,VIE,7843
ZRH,LIS,7130
ZRH,JNB,9599
ZRH,JER,1709
ZRH,ARN,6908
ZRH,CPH,4976
ZRH,OSL,9221
ZRH,BRU,3502
ZRH,SIN,4922
ZRH,SVO,1085
ZRH,BKK,7912
ZRH,IST,6154
ZRH,LIS,7657
ZRH,OPO,5911
ZRH,DJE,2690
ZRH,NBE,5223
ZRH,TUN,8228
ZRH,LGW,1634
ZRH,LTN,4688
ZRH,BOS,6918
ZRH,EWR,8657
ZRH,IAD,7543
ZRH,JFK,5508
ZRH,LAX,1140
ZRH,MIA,8359
ZRH,NBO,7817
ZRH,ORD,6275
ZRH,SFO,5158
ZRH,MCT,9065
ZRH,IST,1871
ZRH,JFK,8782
ZRH,LIS,3505
ZRH,PHL,3666
ZRH,SIN,4447
ZRH,BCN,6480
ZRH,BRE,7591
ZRH,FMO,4914
ZRH,MCT,1326
ZRH,ADB,9306
ZRH,AYT,9645
ZRH,TGD,1602
ZQZ,SJW,8034
ZQZ,SJW,7933
ZQW,AYT,3444
ZQW,FUE,4067
ZQW,LPA,3905
ZQW,PMI,4189
ZQW,TFS,8089
ZQN,SYD,6689
ZQN,AKL,2507
ZQN,SYD,3841
ZQN,AKL,2500
ZQN,CHC,8989
ZQN,WLG,4476
ZQN,SYD,3915
ZPB,MSA,7132
ZPB,YXL,3270
ZOS,ZAL,3371
ZNZ,MBA,5220
ZNZ,FRA,7840
ZNZ,ADD,7581
ZNZ,JRO,2263
ZNZ,JNB,6420
ZNZ,DAR,2274
ZNZ,NBO,4869
ZNZ,JRO,1818
ZNZ,DAR,3955
ZNZ,NBO,1694
ZNZ,DAR,5140
ZNE,PER,5575
ZNE,PER,8936
ZMT,YVR,6982
ZLT,YIF,3250
ZLT,ZTB,9005
ZLO,MEX,2787
ZLO,LAX,7558
ZLO,MEX,7814
ZLO,LAX,9032
ZLO,IAH,3685
ZLO,MEX,3292
ZLO,TIJ,8285
ZKG,YNA,1645
ZKG,ZGS,6407
ZKE,YAT,4789
ZKE,YFA,3908
ZIH,MEX,2774
ZIH,TLC,4294
ZIH,PHX,7589
ZIH,LAX,1505
ZIH,MEX,4699
ZIH,LAX,7396
ZIH,IAH,9147
ZIH,PHX,2206
ZIH,MEX,1860
ZIG,CSK,5084
ZIG,DKR,5979
ZHY,PEK,9963
ZHY,XNN,1518
ZHA,CKG,2332
ZHA,HKG,7352
ZHA,PVG,1978
ZHA,CSX,6881
ZHA,CTU,2119
ZHA,PEK,3571
ZHA,SZX,6874
ZHA,CAN,2974
ZHA,SYX,2144
ZHA,PVG,3294
ZHA,HAK,2190
ZHA,KMG,4859
ZHA,SWA,3288
ZHA,NAY,1636
ZHA,NAY,3733
ZHA,PVG,4247
ZHA,CTU,9214
ZHA,PEK,5948
ZHA,SZX,8813
ZGU,MTV,1834
ZGU,SON,8741
ZGU,TOH,6615
ZGS,YIF,9941
ZGS,YNA,6586
ZGS,YHR,4154
ZGS,YNA,6105
ZGS,YZV,2241
ZGS,ZKG,6843
ZFN,YVQ,8588
ZFN,YWJ,6563
ZFM,YEV,7460
ZEM,YKQ,8080
ZEM,YNC,5710
ZEL,YBL,8278
ZEL,YKT,8220
ZEL,YZT,4681
ZDY,AZI,4917
ZCO,CCP,1955
ZCO,SCL,2496
ZCO,SCL,7493
ZCL,MEX,8556
ZCL,DFW,6029
ZCL,MEX,4567
ZCL,DFW,6870
ZCL,LAX,7206
ZCL,MDW,5710
ZCL,TIJ,9000
ZBR,MCT,9525
ZBR,MHD,9650
ZBR,THR,3388
ZBR,BND,9424
ZBR,THR,5757
ZBR,ZAH,9203
ZBL,BNE,5300
ZBF,YUL,1606
ZAZ,ACE,4173
ZAZ,BGY,7887
ZAZ,BVA,3984
ZAZ,CRL,3728
ZAZ,STN,6924
ZAZ,PMI,4832
ZAZ,CLJ,8959
ZAZ,OTP,3020
ZAT,KMG,2943
ZAT,CKG,3925
ZAT,KMG,6337
ZAM,MNL,9774
ZAM,CEB,3233
ZAM,DVO,8747
ZAM,MNL,9060
ZAM,JOL,4273
ZAM,MNL,7140
ZAL,CCP,8318
ZAL,SCL,8615
ZAH,MHD,6578
ZAH,DXB,4973
ZAH,GBT,3309
ZAH,MHD,8966
ZAH,SYZ,2988
ZAH,THR,9617
ZAH,GBT,2500
ZAH,KER,8982
ZAH,MHD,6737
ZAH,THR,3305
ZAH,ZBR,8770
ZAG,CGN,5783
ZAG,STR,6378
ZAG,LHR,2424
ZAG,CDG,4357
ZAG,LHR,6664
ZAG,CPH,5016
ZAG,BCN,1809
ZAG,FRA,3227
ZAG,MUC,2339
ZAG,TXL,1393
ZAG,ZRH,1960
ZAG,VIE,1810
ZAG,AMS,9195
ZAG,BCN,1246
ZAG,BLQ,5780
ZAG,BRU,3930
ZAG,BWK,3532
ZAG,CDG,5665
ZAG,CPH,4732
ZAG,DBV,3483
ZAG,FRA,3759
ZAG,IST,7705
ZAG,LHR,6820
ZAG,MUC,8094
ZAG,OSI,2523
ZAG,PRN,2307
ZAG,RJK,9385
ZAG,SJJ,9729
ZAG,SKP,3007
ZAG,SPU,4963
ZAG,TXL,9629
ZAG,VIE,8963
ZAG,ZAD,5460
ZAG,ZRH,9220
ZAG,BUD,1666
ZAG,CPH,9923
ZAG,BRU,2833
ZAG,SVO,6141
ZAG,IST,1184
ZAG,BLQ,5959
ZAG,LGW,7363
ZAG,BCN,3844
ZAD,FDH,5777
ZAD,CGN,3148
ZAD,DUS,1110
ZAD,STR,8173
ZAD,TXL,7393
ZAD,BLL,3569
ZAD,BVA,2288
ZAD,CRL,4485
ZAD,DUB,3536
ZAD,FKB,6371
ZAD,GSE,5306
ZAD,HAU,3636
ZAD,HHN,1381
ZAD,MAN,1495
ZAD,MRS,4202
ZAD,NRN,3038
ZAD,NYO,4189
ZAD,RYG,2111
ZAD,STN,2427
ZAD,WAW,3873
ZAD,FRA,2906
ZAD,MUC,8500
ZAD,FRA,3950
ZAD,MUC,3418
ZAD,PUY,7033
ZAD,ZAG,5842
YZZ,YVR,3459
YZY,LHW,6016
YZY,XIY,1534
YZY,XIY,1302
YZV,YKL,8255
YZV,YWK,3015
YZV,YQB,9492
YZV,YUL,5740
YZV,YWK,2826
YZV,YBG,8546
YZV,YGV,2929
YZV,YHU,6557
YZV,YQB,6178
YZV,YWK,8734
YZV,YYY,3704
YZV,YQB,9391
YZV,YUL,3619
YZV,YWK,7319
YZV,YGV,5600
YZV,YNA,8871
YZV,YPN,1147
YZV,YQB,5985
YZV,YWK,8068
YZV,YYY,1325
YZV,YNA,8524
YZV,ZGS,2553
YZT,YVR,9829
YZT,ZEL,4626
YZS,YRT,4466
YZS,YUT,9205
YZS,YCS,1391
YZS,YTE,4251
YZS,YRT,8293
YZS,YUT,1085
YZR,YYZ,9715
YZP,YVR,9131
YZG,YIK,7344
YZG,YWB,9707
YZF,YOW,3766
YZF,YXY,5110
YZF,YCB,7927
YZF,YCO,8250
YZF,YEG,1353
YZF,YHK,4809
YZF,YRT,5250
YZF,YVQ,4863
YZF,YYH,6433
YZF,YCB,2264
YZF,YCO,3942
YZF,YEG,9482
YZF,YFS,7140
YZF,YHK,7973
YZF,YHY,7520
YZF,YRT,3290
YZF,YVQ,1688
YZF,YFJ,4846
YZF,YFS,6590
YZF,YLE,5528
YZF,YRA,5993
YZF,YSG,6070
YZF,YEG,7317
YZF,YYC,2746
YZF,YWJ,5227
YZF,YSM,5718
YZF,YEG,2110
YZF,YEG,9338
YZF,YOW,3253
YZF,YEG,8331
YYZ,BRU,7733
YYZ,CLT,8075
YYZ,DCA,8890
YYZ,DFW,4672
YYZ,JFK,5756
YYZ,LAS,5992
YYZ,LAX,5283
YYZ,LGA,5540
YYZ,LHR,8755
YYZ,MCO,1120
YYZ,MIA,2759
YYZ,ORD,8729
YYZ,PHL,7288
YYZ,ANU,8662
YYZ,ATL,1899
YYZ,AUA,8787
YYZ,AUH,6886
YYZ,AZS,4639
YYZ,BCN,8962
YYZ,BDA,2668
YYZ,BDL,1687
YYZ,BGI,3426
YYZ,BNA,2578
YYZ,BOG,7691
YYZ,BOS,4533
YYZ,BWI,2183
YYZ,CCC,9888
YYZ,CDG,8501
YYZ,CLE,5541
YYZ,CLT,1731
YYZ,CMH,1963
YYZ,CPH,2184
YYZ,CUN,8670
YYZ,CVG,9052
YYZ,DCA,1449
YYZ,DEN,2355
YYZ,DFW,5799
YYZ,DTW,8540
YYZ,DUB,6890
YYZ,EWR,3534
YYZ,FCO,1022
YYZ,FLL,1085
YYZ,FRA,1664
YYZ,GCM,9390
YYZ,GGT,1068
YYZ,GND,5958
YYZ,GRU,3445
YYZ,HAV,4263
YYZ,HKG,5983
YYZ,HOG,6456
YYZ,IAD,2027
YYZ,IAH,8852
YYZ,IND,5548
YYZ,IST,3780
YYZ,JFK,2581
YYZ,KIN,9643
YYZ,LAS,5622
YYZ,LAX,9281
YYZ,LGA,3557
YYZ,LHR,6982
YYZ,LIM,4278
YYZ,LIR,2731
YYZ,MBJ,8611
YYZ,MCI,4738
YYZ,MCO,8320
YYZ,MDT,2822
YYZ,MEX,8037
YYZ,MIA,1913
YYZ,MKE,3474
YYZ,MSP,4731
YYZ,MSY,4037
YYZ,MUC,3412
YYZ,NAS,4345
YYZ,NRT,4053
YYZ,ORD,2731
YYZ,PEK,5009
YYZ,PHL,3093
YYZ,PHX,1131
YYZ,PIT,4345
YYZ,PLS,8607
YYZ,POP,3509
YYZ,PUJ,1869
YYZ,PVG,1107
YYZ,RDU,7121
YYZ,ROC,7811
YYZ,RSW,6540
YYZ,SAN,5505
YYZ,SCL,3734
YYZ,SEA,2644
YYZ,SFO,4537
YYZ,SJO,8660
YYZ,SNU,1191
YYZ,STL,9352
YYZ,SYR,4691
YYZ,TLV,4425
YYZ,TPA,5229
YYZ,UVF,6915
YYZ,VIE,3496
YYZ,VRA,6391
YYZ,WAW,5887
YYZ,YAM,5468
YYZ,YDF,7174
YYZ,YEG,3543
YYZ,YFC,2501
YYZ,YGK,4288
YYZ,YHZ,3513
YYZ,YMM,3229
YYZ,YOW,5147
YYZ,YQB,2634
YYZ,YQG,1175
YYZ,YQM,6264
YYZ,YQR,7816
YYZ,YQT,5150
YYZ,YQY,4327
YYZ,YSB,2045
YYZ,YSJ,1151
YYZ,YTS,5598
YYZ,YUL,5398
YYZ,YVR,5047
YYZ,YWG,1362
YYZ,YXE,8714
YYZ,YXU,8086
YYZ,YYB,8590
YYZ,YYC,1419
YYZ,YYG,8453
YYZ,YYJ,9094
YYZ,YYT,3981
YYZ,YZR,8555
YYZ,ZRH,3378
YYZ,ATL,2914
YYZ,CDG,5349
YYZ,BOG,3404
YYZ,MEX,2263
YYZ,SAL,7996
YYZ,JFK,2522
YYZ,LHR,9002
YYZ,CDG,3018
YYZ,DTW,3326
YYZ,FCO,9387
YYZ,LHR,8512
YYZ,TPE,7445
YYZ,GEO,6358
YYZ,GND,9796
YYZ,KIN,3575
YYZ,POS,2356
YYZ,PEK,4041
YYZ,PVG,6764
YYZ,PTY,2368
YYZ,CMW,2360
YYZ,SNU,1570
YYZ,HKG,2232
YYZ,AMS,1525
YYZ,ATL,1820
YYZ,CDG,5993
YYZ,CVG,9466
YYZ,DTW,2207
YYZ,FCO,2318
YYZ,FLL,5374
YYZ,JFK,6337
YYZ,LAS,1245
YYZ,LGA,9034
YYZ,MCO,7853
YYZ,MSP,7528
YYZ,DUB,9898
YYZ,DXB,5818
YYZ,ADD,6115
YYZ,AUH,2228
YYZ,BRU,3847
YYZ,ORD,9325
YYZ,KEF,1275
YYZ,PEK,4853
YYZ,LHR,4634
YYZ,GRU,5074
YYZ,ICN,5725
YYZ,AMS,4322
YYZ,YHZ,8394
YYZ,YQR,9414
YYZ,YUL,3448
YYZ,YWG,9067
YYZ,CDG,8980
YYZ,CPH,1460
YYZ,FCO,5114
YYZ,FRA,8165
YYZ,LHR,6827
YYZ,MUC,6345
YYZ,VIE,3807
YYZ,YUL,1863
YYZ,WAW,4598
YYZ,YUL,5614
YYZ,ZRH,6155
YYZ,TLV,4656
YYZ,CAI,5132
YYZ,NRT,1803
YYZ,GEO,7602
YYZ,KIN,2433
YYZ,VIE,4754
YYZ,ISB,7153
YYZ,KHI,1342
YYZ,LHE,7226
YYZ,YVR,9410
YYZ,LIS,1247
YYZ,OPO,6704
YYZ,PDL,1558
YYZ,CPH,3455
YYZ,SVO,6482
YYZ,JED,1591
YYZ,ATL,9446
YYZ,IST,9342
YYZ,LIS,9834
YYZ,OPO,1586
YYZ,PDL,1830
YYZ,AMS,2556
YYZ,ATH,3336
YYZ,BCN,3142
YYZ,CDG,1648
YYZ,CUN,2364
YYZ,DUB,8360
YYZ,FCO,4298
YYZ,FLL,9050
YYZ,GLA,8382
YYZ,HOG,3982
YYZ,LGW,8772
YYZ,LIS,9792
YYZ,MAN,4474
YYZ,MBJ,7427
YYZ,MCO,9408
YYZ,OPO,4130
YYZ,PUJ,2079
YYZ,SNU,8645
YYZ,VCE,5411
YYZ,VRA,4100
YYZ,YQB,1746
YYZ,YUL,8917
YYZ,ATL,5547
YYZ,BDL,5040
YYZ,BOS,5887
YYZ,CLE,5953
YYZ,CMH,3615
YYZ,DEN,7420
YYZ,DFW,1175
YYZ,DTW,5963
YYZ,EWR,8358
YYZ,IAD,2697
YYZ,IAH,8251
YYZ,LAX,8353
YYZ,LGA,6478
YYZ,MSP,9157
YYZ,MSY,3564
YYZ,ORD,8005
YYZ,PHL,1732
YYZ,PIT,9091
YYZ,SFO,9511
YYZ,STL,4417
YYZ,YUL,3415
YYZ,VKO,7145
YYZ,CLT,3786
YYZ,DCA,3436
YYZ,DFW,7715
YYZ,JFK,8792
YYZ,LAX,2466
YYZ,LGA,9603
YYZ,MIA,8204
YYZ,ORD,5731
YYZ,PHL,9036
YYZ,ANU,7854
YYZ,ATL,8117
YYZ,AUA,4535
YYZ,AZS,8999
YYZ,BDA,1096
YYZ,BGI,1809
YYZ,CCC,3146
YYZ,CUN,8576
YYZ,CVG,5378
YYZ,DFW,9831
YYZ,DTW,2478
YYZ,FLL,9485
YYZ,GCM,3208
YYZ,JFK,7490
YYZ,KIN,3175
YYZ,LAS,7575
YYZ,LAX,2225
YYZ,LGA,9166
YYZ,LIR,2986
YYZ,MBJ,6399
YYZ,MCO,7384
YYZ,MIA,9565
YYZ,MSP,5957
YYZ,MYR,8415
YYZ,NAS,1052
YYZ,ORD,6769
YYZ,PLS,2289
YYZ,POP,7678
YYZ,POS,5716
YYZ,PUJ,2366
YYZ,RSW,1635
YYZ,SJU,6604
YYZ,SNU,1941
YYZ,SXM,3060
YYZ,TPA,1507
YYZ,UVF,4300
YYZ,VRA,9311
YYZ,YDF,3636
YYZ,YEG,3955
YYZ,YHZ,1538
YYZ,YLW,5117
YYZ,YMM,7278
YYZ,YOW,5582
YYZ,YQB,8856
YYZ,YQM,8081
YYZ,YQR,8281
YYZ,YQT,3794
YYZ,YUL,5308
YYZ,YVR,4799
YYZ,YWG,5763
YYZ,YXE,8019
YYZ,YYC,2560
YYZ,YYG,4942
YYZ,YYJ,6782
YYZ,YYT,6420
YYY,YBC,2858
YYY,YUL,5337
YYY,YQB,8103
YYY,YVB,6406
YYY,YZV,3672
YYY,YBC,2138
YYY,YWK,7008
YYY,YZV,9112
YYU,YQT,5899
YYU,YTS,3527
YYT,LHR,4374
YYT,YDF,5416
YYT,YHZ,1137
YYT,YOW,3316
YYT,YQX,4013
YYT,YUL,1056
YYT,YYR,2889
YYT,YYZ,9095
YYT,YHZ,4921
YYT,LHR,3497
YYT,YAY,3089
YYT,YDF,2785
YYT,YJT,6330
YYT,YYR,2463
YYT,YHZ,9136
YYT,FSP,7703
YYT,MCO,3334
YYT,EWR,5340
YYT,MCO,6414
YYT,YHZ,8168
YYT,YOW,9651
YYT,YYZ,3036
YYR,YDF,7461
YYR,YHZ,6241
YYR,YQX,7912
YYR,YWK,9599
YYR,YYT,3502
YYR,YAY,2894
YYR,YBX,2081
YYR,YDF,8062
YYR,YDP,9509
YYR,YSO,3721
YYR,YWK,2193
YYR,YYT,5580
YYR,ZUM,4487
YYR,YDP,1848
YYR,YRG,7218
YYQ,YEK,5790
YYQ,YRT,8810
YYQ,YTH,6348
YYQ,YWG,6336
YYQ,YEK,1645
YYQ,YRT,8535
YYQ,YTH,6454
YYQ,YWG,3653
YYJ,YVR,7552
YYJ,SFO,9297
YYJ,YVR,5269
YYJ,YYC,3152
YYJ,YYZ,2695
YYJ,SEA,9881
YYJ,SFO,2310
YYJ,LAS,2971
YYJ,YEG,5324
YYJ,YLW,8387
YYJ,YVR,1635
YYJ,YYC,8784
YYJ,YYZ,1932
YYH,YCB,4300
YYH,YHK,4271
YYH,YHK,8017
YYH,YZF,7888
YYG,YHZ,4142
YYG,YUL,7288
YYG,YYZ,8394
YYG,YYZ,8886
YYF,YVR,9554
YYE,YDQ,3603
YYE,YXJ,8955
YYE,YXS,9593
YYD,YXS,4933
YYD,YVR,8677
YYD,YVR,2055
YYD,YXT,3717
YYC,YEG,3762
YYC,YEG,4826
YYC,YLL,8514
YYC,YXS,3295
YYC,DFW,1016
YYC,JFK,6105
YYC,LAS,5203
YYC,LAX,9284
YYC,LHR,8150
YYC,ORD,3313
YYC,PHX,5374
YYC,SAN,7004
YYC,CUN,8146
YYC,DEN,3500
YYC,EWR,7647
YYC,FRA,9703
YYC,IAH,1043
YYC,LAS,2071
YYC,LAX,8609
YYC,LHR,1863
YYC,NRT,3321
YYC,ORD,9610
YYC,PDX,6348
YYC,PVR,7456
YYC,SFO,7649
YYC,SJD,7261
YYC,VRA,5601
YYC,YCG,9046
YYC,YEG,5199
YYC,YKA,2514
YYC,YLW,4863
YYC,YMM,3711
YYC,YOW,3439
YYC,YQF,8775
YYC,YQL,7457
YYC,YQR,6285
YYC,YQU,7554
YYC,YUL,5243
YYC,YVR,1544
YYC,YWG,8632
YYC,YXC,6101
YYC,YXE,5561
YYC,YXH,3069
YYC,YYJ,1600
YYC,YYZ,7294
YYC,YZF,7344
YYC,SEA,4020
YYC,LHR,1911
YYC,LHR,7134
YYC,AMS,7565
YYC,DFW,6556
YYC,JFK,2994
YYC,LAS,9506
YYC,LAX,4366
YYC,MSP,5611
YYC,ORD,3392
YYC,SLC,5727
YYC,LHR,9205
YYC,AMS,7972
YYC,YEG,4081
YYC,YYZ,6726
YYC,FRA,7935
YYC,LHR,3936
YYC,NRT,4288
YYC,AMS,9151
YYC,FRA,6826
YYC,GLA,5101
YYC,LGW,8896
YYC,MAN,8235
YYC,YEG,1291
YYC,YVR,6473
YYC,DEN,6991
YYC,IAH,9637
YYC,ORD,4339
YYC,PDX,4338
YYC,SFO,8755
YYC,DFW,6075
YYC,PHX,3726
YYC,CUN,1401
YYC,DFW,2304
YYC,JFK,9807
YYC,LAS,1311
YYC,LAX,4787
YYC,MCO,7124
YYC,ORD,8876
YYC,PHX,3598
YYC,PSP,7311
YYC,PVR,6642
YYC,SAN,3956
YYC,SFO,8113
YYC,SJD,5894
YYC,YBR,3534
YYC,YCD,2829
YYC,YEG,4361
YYC,YHM,2903
YYC,YHZ,1376
YYC,YKA,3978
YYC,YKF,5102
YYC,YLW,5521
YYC,YMM,2266
YYC,YOW,8545
YYC,YQG,9023
YYC,YQQ,6319
YYC,YQR,5127
YYC,YQU,1937
YYC,YUL,3083
YYC,YVR,9283
YYC,YWG,7740
YYC,YXE,9808
YYC,YXJ,5395
YYC,YXS,1236
YYC,YXU,3911
YYC,YXX,4699
YYC,YYJ,4671
YYC,YYZ,5601
YYB,YYZ,9108
YYB,YSB,6539
YXY,YLW,6491
YXY,YVR,1557
YXY,YYC,2989
YXY,YZF,1252
YXY,YVR,2594
YXX,YEG,6126
YXX,YYC,6711
YXU,ORD,7988
YXU,YOW,7681
YXU,YYZ,8421
YXU,ORD,4012
YXU,YWG,4059
YXU,YYC,8472
YXT,YXS,2460
YXT,YVR,4773
YXT,YVR,2517
YXT,YYD,8780
YXT,YVR,2676
YXS,YKA,9349
YXS,YLW,4051
YXS,YXJ,8662
YXS,YXT,9949
